1 , 0.03, Time Tue Apr  5 12:57:20 2016

1 , 0.03, Time Tue Apr  5 12:57:48 2016

1 , 0.04, Time Tue Apr  5 12:58:00 2016

1 , 0.03, Time Tue Apr  5 12:58:02 2016

1 , 0.03, Time Tue Apr  5 12:58:03 2016

1 , 0.03, Time Tue Apr  5 12:58:03 2016

1 , 0.03, Time Tue Apr  5 12:58:14 2016

1 , 0.03, Time Tue Apr  5 12:58:45 2016

