Seq 0 , 2.00
Seq 1 , 3.00

Seq 11115 , 1.31ms, Time Mon Mar  7 13:02:09 2016

Seq 11116 , 1.28ms, Time Mon Mar  7 13:02:10 2016

Seq 11117 , 1.30ms, Time Mon Mar  7 13:02:11 2016

Seq 11118 , 1.25ms, Time Mon Mar  7 13:02:12 2016

Seq 11119 , 1.25ms, Time Mon Mar  7 13:02:13 2016

Seq 11120 , 1.29ms, Time Mon Mar  7 13:02:14 2016

Seq 11121 , 1.26ms, Time Mon Mar  7 13:02:15 2016

Seq 11122 , 1.42ms, Time Mon Mar  7 13:02:16 2016

Seq 11123 , 1.35ms, Time Mon Mar  7 13:02:17 2016

Seq 11124 , 1.28ms, Time Mon Mar  7 13:02:18 2016

Seq 11125 , 1.23ms, Time Mon Mar  7 13:02:19 2016

Seq 11126 , 1.20ms, Time Mon Mar  7 13:02:20 2016

Seq 11127 , 1.29ms, Time Mon Mar  7 13:02:21 2016

Seq 11128 , 1.41ms, Time Mon Mar  7 13:02:22 2016

Seq 11129 , 1.24ms, Time Mon Mar  7 13:02:23 2016

Seq 11130 , 1.23ms, Time Mon Mar  7 13:02:24 2016

Seq 11131 , 1.25ms, Time Mon Mar  7 13:02:25 2016

Seq 11132 , 1.25ms, Time Mon Mar  7 13:02:26 2016

Seq 11133 , 1.24ms, Time Mon Mar  7 13:02:27 2016

Seq 11134 , 1.41ms, Time Mon Mar  7 13:02:28 2016

Seq 11135 , 1.25ms, Time Mon Mar  7 13:02:29 2016

Seq 11136 , 1.25ms, Time Mon Mar  7 13:02:30 2016

Seq 11137 , 1.25ms, Time Mon Mar  7 13:02:31 2016

Seq 11138 , 1.27ms, Time Mon Mar  7 13:02:32 2016

Seq 11139 , 1.22ms, Time Mon Mar  7 13:02:33 2016

Seq 11140 , 1.43ms, Time Mon Mar  7 13:02:34 2016

Seq 11141 , 1.23ms, Time Mon Mar  7 13:02:35 2016

Seq 11142 , 1.23ms, Time Mon Mar  7 13:02:36 2016

Seq 11143 , 1.26ms, Time Mon Mar  7 13:02:37 2016

Seq 11144 , 1.30ms, Time Mon Mar  7 13:02:38 2016

Seq 11145 , 1.23ms, Time Mon Mar  7 13:02:39 2016

Seq 11146 , 1.24ms, Time Mon Mar  7 13:02:40 2016

Seq 11147 , 1.29ms, Time Mon Mar  7 13:02:41 2016

Seq 11148 , 1.23ms, Time Mon Mar  7 13:02:42 2016

Seq 11149 , 1.22ms, Time Mon Mar  7 13:02:43 2016

Seq 11150 , 1.24ms, Time Mon Mar  7 13:02:44 2016

Seq 11151 , 1.36ms, Time Mon Mar  7 13:02:45 2016

Seq 11152 , 1.46ms, Time Mon Mar  7 13:02:46 2016

Seq 11153 , 1.27ms, Time Mon Mar  7 13:02:47 2016

Seq 11154 , 1.26ms, Time Mon Mar  7 13:02:48 2016

Seq 11155 , 1.23ms, Time Mon Mar  7 13:02:49 2016

Seq 11156 , 1.24ms, Time Mon Mar  7 13:02:50 2016

Seq 11157 , 1.49ms, Time Mon Mar  7 13:02:51 2016

Seq 11158 , 1.23ms, Time Mon Mar  7 13:02:52 2016

Seq 11159 , 1.24ms, Time Mon Mar  7 13:02:53 2016

Seq 11160 , 1.23ms, Time Mon Mar  7 13:02:54 2016

Seq 11161 , 1.29ms, Time Mon Mar  7 13:02:55 2016

Seq 11162 , 1.23ms, Time Mon Mar  7 13:02:56 2016

Seq 11163 , 1.49ms, Time Mon Mar  7 13:02:57 2016

Seq 11164 , 1.22ms, Time Mon Mar  7 13:02:58 2016

Seq 11165 , 1.24ms, Time Mon Mar  7 13:02:59 2016

Seq 11166 , 1.25ms, Time Mon Mar  7 13:03:00 2016

Seq 11167 , 1.23ms, Time Mon Mar  7 13:03:01 2016

Seq 11168 , 1.28ms, Time Mon Mar  7 13:03:02 2016

Seq 11169 , 1.43ms, Time Mon Mar  7 13:03:03 2016

Seq 11170 , 1.28ms, Time Mon Mar  7 13:03:04 2016

Seq 11171 , 1.25ms, Time Mon Mar  7 13:03:05 2016

Seq 11172 , 1.24ms, Time Mon Mar  7 13:03:06 2016

Seq 11173 , 1.25ms, Time Mon Mar  7 13:03:07 2016

Seq 11174 , 1.23ms, Time Mon Mar  7 13:03:08 2016

Seq 11175 , 1.39ms, Time Mon Mar  7 13:03:09 2016

Seq 11176 , 1.23ms, Time Mon Mar  7 13:03:10 2016

Seq 11177 , 1.25ms, Time Mon Mar  7 13:03:11 2016

Seq 11178 , 1.26ms, Time Mon Mar  7 13:03:12 2016

Seq 11179 , 1.22ms, Time Mon Mar  7 13:03:13 2016

Seq 11180 , 1.27ms, Time Mon Mar  7 13:03:14 2016

Seq 11181 , 1.31ms, Time Mon Mar  7 13:03:15 2016

Seq 11182 , 1.26ms, Time Mon Mar  7 13:03:16 2016

Seq 11183 , 1.27ms, Time Mon Mar  7 13:03:17 2016

Seq 11184 , 1.23ms, Time Mon Mar  7 13:03:18 2016

Seq 11185 , 1.23ms, Time Mon Mar  7 13:03:19 2016

Seq 11186 , 1.28ms, Time Mon Mar  7 13:03:20 2016

Seq 11187 , 1.44ms, Time Mon Mar  7 13:03:21 2016

Seq 11188 , 1.30ms, Time Mon Mar  7 13:03:22 2016

Seq 11189 , 1.25ms, Time Mon Mar  7 13:03:23 2016

Seq 11190 , 1.23ms, Time Mon Mar  7 13:03:24 2016

Seq 11191 , 1.28ms, Time Mon Mar  7 13:03:25 2016

Seq 11192 , 1.26ms, Time Mon Mar  7 13:03:26 2016

Seq 11193 , 1.48ms, Time Mon Mar  7 13:03:27 2016

Seq 11194 , 1.25ms, Time Mon Mar  7 13:03:28 2016

Seq 11195 , 1.25ms, Time Mon Mar  7 13:03:29 2016

Seq 11196 , 1.23ms, Time Mon Mar  7 13:03:30 2016

Seq 11197 , 1.23ms, Time Mon Mar  7 13:03:31 2016

Seq 11198 , 1.24ms, Time Mon Mar  7 13:03:32 2016

Seq 11199 , 1.24ms, Time Mon Mar  7 13:03:33 2016

Seq 11200 , 1.25ms, Time Mon Mar  7 13:03:34 2016

Seq 11201 , 1.24ms, Time Mon Mar  7 13:03:35 2016

Seq 11202 , 1.26ms, Time Mon Mar  7 13:03:36 2016

Seq 11203 , 1.30ms, Time Mon Mar  7 13:03:37 2016

Seq 11204 , 1.24ms, Time Mon Mar  7 13:03:38 2016

Seq 11205 , 1.46ms, Time Mon Mar  7 13:03:39 2016

Seq 11206 , 1.33ms, Time Mon Mar  7 13:03:40 2016

Seq 11207 , 1.25ms, Time Mon Mar  7 13:03:41 2016

Seq 11208 , 1.23ms, Time Mon Mar  7 13:03:42 2016

Seq 11209 , 1.24ms, Time Mon Mar  7 13:03:43 2016

Seq 11210 , 1.27ms, Time Mon Mar  7 13:03:44 2016

Seq 11211 , 1.25ms, Time Mon Mar  7 13:03:45 2016

Seq 11212 , 1.23ms, Time Mon Mar  7 13:03:46 2016

Seq 11213 , 1.37ms, Time Mon Mar  7 13:03:47 2016

Seq 11214 , 1.24ms, Time Mon Mar  7 13:03:48 2016

Seq 11215 , 1.22ms, Time Mon Mar  7 13:03:49 2016

Seq 11216 , 1.23ms, Time Mon Mar  7 13:03:50 2016

Seq 11217 , 1.40ms, Time Mon Mar  7 13:03:51 2016

Seq 11218 , 1.23ms, Time Mon Mar  7 13:03:52 2016

Seq 11219 , 1.24ms, Time Mon Mar  7 13:03:53 2016

Seq 11220 , 1.34ms, Time Mon Mar  7 13:03:54 2016

Seq 11221 , 1.28ms, Time Mon Mar  7 13:03:55 2016

Seq 11222 , 1.24ms, Time Mon Mar  7 13:03:56 2016

Seq 11223 , 1.42ms, Time Mon Mar  7 13:03:57 2016

Seq 11224 , 1.30ms, Time Mon Mar  7 13:03:58 2016

Seq 11225 , 1.25ms, Time Mon Mar  7 13:03:59 2016

Seq 11226 , 1.24ms, Time Mon Mar  7 13:04:00 2016

Seq 11227 , 1.24ms, Time Mon Mar  7 13:04:01 2016

Seq 11228 , 1.23ms, Time Mon Mar  7 13:04:02 2016

Seq 11229 , 1.40ms, Time Mon Mar  7 13:04:03 2016

Seq 11230 , 1.24ms, Time Mon Mar  7 13:04:04 2016

Seq 11231 , 1.29ms, Time Mon Mar  7 13:04:05 2016

Seq 11232 , 1.24ms, Time Mon Mar  7 13:04:06 2016

Seq 11233 , 1.22ms, Time Mon Mar  7 13:04:07 2016

Seq 11234 , 1.30ms, Time Mon Mar  7 13:04:08 2016

Seq 11235 , 1.47ms, Time Mon Mar  7 13:04:09 2016

Seq 11236 , 1.23ms, Time Mon Mar  7 13:04:10 2016

Seq 11237 , 1.24ms, Time Mon Mar  7 13:04:11 2016

Seq 11238 , 1.28ms, Time Mon Mar  7 13:04:12 2016

Seq 11239 , 1.24ms, Time Mon Mar  7 13:04:13 2016

Seq 11240 , 1.29ms, Time Mon Mar  7 13:04:14 2016

Seq 11241 , 1.31ms, Time Mon Mar  7 13:04:15 2016

Seq 11242 , 1.23ms, Time Mon Mar  7 13:04:16 2016

Seq 11243 , 1.23ms, Time Mon Mar  7 13:04:17 2016

Seq 11244 , 1.33ms, Time Mon Mar  7 13:04:18 2016

Seq 11245 , 1.29ms, Time Mon Mar  7 13:04:19 2016

Seq 11246 , 1.25ms, Time Mon Mar  7 13:04:20 2016

Seq 11247 , 1.49ms, Time Mon Mar  7 13:04:21 2016

Seq 11248 , 1.24ms, Time Mon Mar  7 13:04:22 2016

Seq 11249 , 1.25ms, Time Mon Mar  7 13:04:23 2016

Seq 11250 , 1.25ms, Time Mon Mar  7 13:04:24 2016

Seq 11251 , 1.25ms, Time Mon Mar  7 13:04:25 2016

Seq 11252 , 1.23ms, Time Mon Mar  7 13:04:26 2016

Seq 11253 , 1.44ms, Time Mon Mar  7 13:04:27 2016

Seq 11254 , 1.26ms, Time Mon Mar  7 13:04:28 2016

Seq 11255 , 1.27ms, Time Mon Mar  7 13:04:29 2016

Seq 11256 , 1.30ms, Time Mon Mar  7 13:04:30 2016

Seq 11257 , 1.26ms, Time Mon Mar  7 13:04:31 2016

Seq 11258 , 1.30ms, Time Mon Mar  7 13:04:32 2016

Seq 11259 , 1.51ms, Time Mon Mar  7 13:04:33 2016

Seq 11260 , 1.25ms, Time Mon Mar  7 13:04:34 2016

Seq 11261 , 1.25ms, Time Mon Mar  7 13:04:35 2016

Seq 11262 , 1.22ms, Time Mon Mar  7 13:04:36 2016

Seq 11263 , 1.22ms, Time Mon Mar  7 13:04:37 2016

Seq 11264 , 1.23ms, Time Mon Mar  7 13:04:38 2016

Seq 11265 , 1.55ms, Time Mon Mar  7 13:04:39 2016

Seq 11266 , 1.22ms, Time Mon Mar  7 13:04:40 2016

Seq 11267 , 1.26ms, Time Mon Mar  7 13:04:41 2016

Seq 11268 , 1.23ms, Time Mon Mar  7 13:04:42 2016

Seq 11269 , 1.29ms, Time Mon Mar  7 13:04:43 2016

Seq 11270 , 1.24ms, Time Mon Mar  7 13:04:44 2016

Seq 11271 , 1.33ms, Time Mon Mar  7 13:04:45 2016

Seq 11272 , 1.25ms, Time Mon Mar  7 13:04:46 2016

Seq 11273 , 1.24ms, Time Mon Mar  7 13:04:47 2016

Seq 11274 , 1.28ms, Time Mon Mar  7 13:04:48 2016

Seq 11275 , 1.27ms, Time Mon Mar  7 13:04:49 2016

Seq 11276 , 1.24ms, Time Mon Mar  7 13:04:50 2016

Seq 11277 , 1.48ms, Time Mon Mar  7 13:04:51 2016

Seq 11278 , 1.29ms, Time Mon Mar  7 13:04:52 2016

Seq 11279 , 1.22ms, Time Mon Mar  7 13:04:53 2016

Seq 11280 , 1.24ms, Time Mon Mar  7 13:04:54 2016

Seq 11281 , 1.22ms, Time Mon Mar  7 13:04:55 2016

Seq 11282 , 1.23ms, Time Mon Mar  7 13:04:56 2016

Seq 11283 , 1.45ms, Time Mon Mar  7 13:04:57 2016

Seq 11284 , 1.25ms, Time Mon Mar  7 13:04:58 2016

Seq 11285 , 1.25ms, Time Mon Mar  7 13:04:59 2016

Seq 11286 , 1.25ms, Time Mon Mar  7 13:05:00 2016

Seq 11287 , 1.23ms, Time Mon Mar  7 13:05:01 2016

Seq 11288 , 1.23ms, Time Mon Mar  7 13:05:02 2016

Seq 11289 , 1.40ms, Time Mon Mar  7 13:05:03 2016

Seq 11290 , 1.26ms, Time Mon Mar  7 13:05:04 2016

Seq 11291 , 1.25ms, Time Mon Mar  7 13:05:05 2016

Seq 11292 , 1.31ms, Time Mon Mar  7 13:05:06 2016

Seq 11293 , 1.22ms, Time Mon Mar  7 13:05:07 2016

Seq 11294 , 1.23ms, Time Mon Mar  7 13:05:08 2016

Seq 11295 , 1.44ms, Time Mon Mar  7 13:05:09 2016

Seq 11296 , 1.25ms, Time Mon Mar  7 13:05:10 2016

Seq 11297 , 1.23ms, Time Mon Mar  7 13:05:11 2016

Seq 11298 , 1.27ms, Time Mon Mar  7 13:05:12 2016

Seq 11299 , 1.25ms, Time Mon Mar  7 13:05:13 2016

Seq 11300 , 1.25ms, Time Mon Mar  7 13:05:14 2016

Seq 11301 , 1.40ms, Time Mon Mar  7 13:05:15 2016

Seq 11302 , 1.24ms, Time Mon Mar  7 13:05:16 2016

Seq 11303 , 1.26ms, Time Mon Mar  7 13:05:17 2016

Seq 11304 , 1.25ms, Time Mon Mar  7 13:05:18 2016

Seq 11305 , 1.24ms, Time Mon Mar  7 13:05:19 2016

Seq 11306 , 1.23ms, Time Mon Mar  7 13:05:20 2016

Seq 11307 , 1.33ms, Time Mon Mar  7 13:05:21 2016

Seq 11308 , 1.23ms, Time Mon Mar  7 13:05:22 2016

Seq 11309 , 1.24ms, Time Mon Mar  7 13:05:23 2016

Seq 11310 , 1.24ms, Time Mon Mar  7 13:05:24 2016

Seq 11311 , 1.32ms, Time Mon Mar  7 13:05:25 2016

Seq 11312 , 1.27ms, Time Mon Mar  7 13:05:26 2016

Seq 11313 , 1.39ms, Time Mon Mar  7 13:05:27 2016

Seq 11314 , 1.25ms, Time Mon Mar  7 13:05:28 2016

Seq 11315 , 1.23ms, Time Mon Mar  7 13:05:29 2016

Seq 11316 , 1.23ms, Time Mon Mar  7 13:05:30 2016

Seq 11317 , 1.25ms, Time Mon Mar  7 13:05:31 2016

Seq 11318 , 1.24ms, Time Mon Mar  7 13:05:32 2016

Seq 11319 , 1.35ms, Time Mon Mar  7 13:05:33 2016

Seq 11320 , 1.24ms, Time Mon Mar  7 13:05:34 2016

Seq 11321 , 1.21ms, Time Mon Mar  7 13:05:35 2016

Seq 11322 , 1.23ms, Time Mon Mar  7 13:05:36 2016

Seq 11323 , 1.26ms, Time Mon Mar  7 13:05:37 2016

Seq 11324 , 1.23ms, Time Mon Mar  7 13:05:38 2016

Seq 11325 , 1.33ms, Time Mon Mar  7 13:05:39 2016

Seq 11326 , 1.34ms, Time Mon Mar  7 13:05:40 2016

Seq 11327 , 1.29ms, Time Mon Mar  7 13:05:41 2016

Seq 11328 , 1.22ms, Time Mon Mar  7 13:05:42 2016

Seq 11329 , 1.25ms, Time Mon Mar  7 13:05:43 2016

Seq 11330 , 1.26ms, Time Mon Mar  7 13:05:44 2016

Seq 11331 , 1.29ms, Time Mon Mar  7 13:05:45 2016

Seq 11332 , 1.26ms, Time Mon Mar  7 13:05:46 2016

Seq 11333 , 1.29ms, Time Mon Mar  7 13:05:47 2016

Seq 11334 , 1.23ms, Time Mon Mar  7 13:05:48 2016

Seq 11335 , 1.30ms, Time Mon Mar  7 13:05:49 2016

Seq 11336 , 1.23ms, Time Mon Mar  7 13:05:50 2016

Seq 11337 , 1.48ms, Time Mon Mar  7 13:05:51 2016

Seq 11338 , 1.23ms, Time Mon Mar  7 13:05:52 2016

Seq 11339 , 1.24ms, Time Mon Mar  7 13:05:53 2016

Seq 11340 , 1.21ms, Time Mon Mar  7 13:05:54 2016

Seq 11341 , 1.22ms, Time Mon Mar  7 13:05:55 2016

Seq 11342 , 1.25ms, Time Mon Mar  7 13:05:56 2016

Seq 11343 , 1.59ms, Time Mon Mar  7 13:05:57 2016

Seq 11344 , 1.25ms, Time Mon Mar  7 13:05:58 2016

Seq 11345 , 1.22ms, Time Mon Mar  7 13:05:59 2016

Seq 11346 , 1.23ms, Time Mon Mar  7 13:06:00 2016

Seq 11347 , 1.24ms, Time Mon Mar  7 13:06:01 2016

Seq 11348 , 1.23ms, Time Mon Mar  7 13:06:02 2016

Seq 11349 , 1.46ms, Time Mon Mar  7 13:06:03 2016

Seq 11350 , 1.28ms, Time Mon Mar  7 13:06:04 2016

Seq 11351 , 1.34ms, Time Mon Mar  7 13:06:05 2016

Seq 11352 , 1.26ms, Time Mon Mar  7 13:06:06 2016

Seq 11353 , 1.23ms, Time Mon Mar  7 13:06:07 2016

Seq 11354 , 1.37ms, Time Mon Mar  7 13:06:08 2016

Seq 11355 , 1.56ms, Time Mon Mar  7 13:06:09 2016

Seq 11356 , 1.28ms, Time Mon Mar  7 13:06:10 2016

Seq 11357 , 1.25ms, Time Mon Mar  7 13:06:11 2016

Seq 11358 , 1.22ms, Time Mon Mar  7 13:06:12 2016

Seq 11359 , 1.23ms, Time Mon Mar  7 13:06:13 2016

Seq 11360 , 1.23ms, Time Mon Mar  7 13:06:14 2016

Seq 11361 , 1.29ms, Time Mon Mar  7 13:06:15 2016

Seq 11362 , 1.25ms, Time Mon Mar  7 13:06:16 2016

Seq 11363 , 1.24ms, Time Mon Mar  7 13:06:17 2016

Seq 11364 , 1.24ms, Time Mon Mar  7 13:06:18 2016

Seq 11365 , 1.25ms, Time Mon Mar  7 13:06:20 2016

Seq 11366 , 1.25ms, Time Mon Mar  7 13:06:21 2016

Seq 11367 , 1.47ms, Time Mon Mar  7 13:06:22 2016

Seq 11368 , 1.27ms, Time Mon Mar  7 13:06:23 2016

Seq 11369 , 1.26ms, Time Mon Mar  7 13:06:24 2016

Seq 11370 , 1.23ms, Time Mon Mar  7 13:06:25 2016

Seq 11371 , 1.24ms, Time Mon Mar  7 13:06:26 2016

Seq 11372 , 1.22ms, Time Mon Mar  7 13:06:27 2016

Seq 11373 , 1.32ms, Time Mon Mar  7 13:06:28 2016

Seq 11374 , 1.23ms, Time Mon Mar  7 13:06:29 2016

Seq 11375 , 1.25ms, Time Mon Mar  7 13:06:30 2016

Seq 11376 , 1.24ms, Time Mon Mar  7 13:06:31 2016

Seq 11377 , 1.29ms, Time Mon Mar  7 13:06:32 2016

Seq 11378 , 1.25ms, Time Mon Mar  7 13:06:33 2016

Seq 11379 , 1.39ms, Time Mon Mar  7 13:06:34 2016

Seq 11380 , 1.26ms, Time Mon Mar  7 13:06:35 2016

Seq 11381 , 1.23ms, Time Mon Mar  7 13:06:36 2016

Seq 11382 , 1.29ms, Time Mon Mar  7 13:06:37 2016

Seq 11383 , 1.26ms, Time Mon Mar  7 13:06:38 2016

Seq 11384 , 1.23ms, Time Mon Mar  7 13:06:39 2016

Seq 11385 , 1.48ms, Time Mon Mar  7 13:06:40 2016

Seq 11386 , 1.23ms, Time Mon Mar  7 13:06:41 2016

Seq 11387 , 1.24ms, Time Mon Mar  7 13:06:42 2016

Seq 11388 , 1.21ms, Time Mon Mar  7 13:06:43 2016

Seq 11389 , 1.29ms, Time Mon Mar  7 13:06:44 2016

Seq 11390 , 1.41ms, Time Mon Mar  7 13:06:45 2016

Seq 11391 , 1.28ms, Time Mon Mar  7 13:06:46 2016

Seq 11392 , 1.25ms, Time Mon Mar  7 13:06:47 2016

Seq 11393 , 1.30ms, Time Mon Mar  7 13:06:48 2016

Seq 11394 , 1.26ms, Time Mon Mar  7 13:06:49 2016

Seq 11395 , 1.24ms, Time Mon Mar  7 13:06:50 2016

Seq 11396 , 1.36ms, Time Mon Mar  7 13:06:51 2016

Seq 11397 , 1.50ms, Time Mon Mar  7 13:06:52 2016

Seq 11398 , 1.23ms, Time Mon Mar  7 13:06:53 2016

Seq 11399 , 1.25ms, Time Mon Mar  7 13:06:54 2016

Seq 11400 , 1.25ms, Time Mon Mar  7 13:06:55 2016

Seq 11401 , 1.22ms, Time Mon Mar  7 13:06:56 2016

Seq 11402 , 1.26ms, Time Mon Mar  7 13:06:57 2016

Seq 11403 , 1.28ms, Time Mon Mar  7 13:06:58 2016

Seq 11404 , 1.23ms, Time Mon Mar  7 13:06:59 2016

Seq 11405 , 1.25ms, Time Mon Mar  7 13:07:00 2016

Seq 11406 , 1.26ms, Time Mon Mar  7 13:07:01 2016

Seq 11407 , 1.23ms, Time Mon Mar  7 13:07:02 2016

Seq 11408 , 1.22ms, Time Mon Mar  7 13:07:03 2016

Seq 11409 , 1.31ms, Time Mon Mar  7 13:07:04 2016

Seq 11410 , 1.24ms, Time Mon Mar  7 13:07:05 2016

Seq 11411 , 1.30ms, Time Mon Mar  7 13:07:06 2016

Seq 11412 , 1.23ms, Time Mon Mar  7 13:07:07 2016

Seq 11413 , 1.28ms, Time Mon Mar  7 13:07:08 2016

Seq 11414 , 1.29ms, Time Mon Mar  7 13:07:09 2016

Seq 11415 , 1.39ms, Time Mon Mar  7 13:07:10 2016

Seq 11416 , 1.31ms, Time Mon Mar  7 13:07:11 2016

Seq 11417 , 1.23ms, Time Mon Mar  7 13:07:12 2016

Seq 11418 , 1.25ms, Time Mon Mar  7 13:07:13 2016

Seq 11419 , 1.27ms, Time Mon Mar  7 13:07:14 2016

Seq 11420 , 1.25ms, Time Mon Mar  7 13:07:15 2016

Seq 11421 , 1.30ms, Time Mon Mar  7 13:07:16 2016

Seq 11422 , 1.26ms, Time Mon Mar  7 13:07:17 2016

Seq 11423 , 1.29ms, Time Mon Mar  7 13:07:18 2016

Seq 11424 , 1.27ms, Time Mon Mar  7 13:07:19 2016

Seq 11425 , 1.29ms, Time Mon Mar  7 13:07:20 2016

Seq 11426 , 1.26ms, Time Mon Mar  7 13:07:21 2016

Seq 11427 , 1.25ms, Time Mon Mar  7 13:07:22 2016

Seq 11428 , 1.26ms, Time Mon Mar  7 13:07:23 2016

Seq 11429 , 1.22ms, Time Mon Mar  7 13:07:24 2016

Seq 11430 , 1.31ms, Time Mon Mar  7 13:07:25 2016

Seq 11431 , 1.25ms, Time Mon Mar  7 13:07:26 2016

Seq 11432 , 1.24ms, Time Mon Mar  7 13:07:27 2016

Seq 11433 , 1.44ms, Time Mon Mar  7 13:07:28 2016

Seq 11434 , 1.44ms, Time Mon Mar  7 13:07:29 2016

Seq 11435 , 1.27ms, Time Mon Mar  7 13:07:30 2016

Seq 11436 , 1.23ms, Time Mon Mar  7 13:07:31 2016

Seq 11437 , 1.26ms, Time Mon Mar  7 13:07:32 2016

Seq 11438 , 1.23ms, Time Mon Mar  7 13:07:33 2016

Seq 11439 , 1.44ms, Time Mon Mar  7 13:07:34 2016

Seq 11440 , 1.30ms, Time Mon Mar  7 13:07:35 2016

Seq 11441 , 1.28ms, Time Mon Mar  7 13:07:36 2016

Seq 11442 , 1.25ms, Time Mon Mar  7 13:07:37 2016

Seq 11443 , 1.22ms, Time Mon Mar  7 13:07:38 2016

Seq 11444 , 1.24ms, Time Mon Mar  7 13:07:39 2016

Seq 11445 , 1.41ms, Time Mon Mar  7 13:07:40 2016

Seq 11446 , 1.23ms, Time Mon Mar  7 13:07:41 2016

Seq 11447 , 1.24ms, Time Mon Mar  7 13:07:42 2016

Seq 11448 , 1.24ms, Time Mon Mar  7 13:07:43 2016

Seq 11449 , 1.22ms, Time Mon Mar  7 13:07:44 2016

Seq 11450 , 1.23ms, Time Mon Mar  7 13:07:45 2016

Seq 11451 , 1.24ms, Time Mon Mar  7 13:07:46 2016

Seq 11452 , 1.24ms, Time Mon Mar  7 13:07:47 2016

Seq 11453 , 1.36ms, Time Mon Mar  7 13:07:48 2016

Seq 11454 , 1.24ms, Time Mon Mar  7 13:07:49 2016

Seq 11455 , 1.23ms, Time Mon Mar  7 13:07:50 2016

Seq 11456 , 1.24ms, Time Mon Mar  7 13:07:51 2016

Seq 11457 , 1.49ms, Time Mon Mar  7 13:07:52 2016

Seq 11458 , 1.23ms, Time Mon Mar  7 13:07:53 2016

Seq 11459 , 1.24ms, Time Mon Mar  7 13:07:54 2016

Seq 11460 , 1.23ms, Time Mon Mar  7 13:07:55 2016

Seq 11461 , 1.23ms, Time Mon Mar  7 13:07:56 2016

Seq 11462 , 1.29ms, Time Mon Mar  7 13:07:57 2016

Seq 11463 , 1.40ms, Time Mon Mar  7 13:07:58 2016

Seq 11464 , 1.23ms, Time Mon Mar  7 13:07:59 2016

Seq 11465 , 1.24ms, Time Mon Mar  7 13:08:00 2016

Seq 11466 , 1.30ms, Time Mon Mar  7 13:08:01 2016

Seq 11467 , 1.28ms, Time Mon Mar  7 13:08:02 2016

Seq 11468 , 1.24ms, Time Mon Mar  7 13:08:03 2016

Seq 11469 , 1.43ms, Time Mon Mar  7 13:08:04 2016

Seq 11470 , 1.29ms, Time Mon Mar  7 13:08:05 2016

Seq 11471 , 1.26ms, Time Mon Mar  7 13:08:06 2016

Seq 11472 , 1.31ms, Time Mon Mar  7 13:08:07 2016

Seq 11473 , 1.24ms, Time Mon Mar  7 13:08:08 2016

Seq 11474 , 1.24ms, Time Mon Mar  7 13:08:09 2016

Seq 11475 , 1.47ms, Time Mon Mar  7 13:08:10 2016

Seq 11476 , 1.28ms, Time Mon Mar  7 13:08:11 2016

Seq 11477 , 1.26ms, Time Mon Mar  7 13:08:12 2016

Seq 11478 , 1.22ms, Time Mon Mar  7 13:08:13 2016

Seq 11479 , 1.30ms, Time Mon Mar  7 13:08:14 2016

Seq 11480 , 1.27ms, Time Mon Mar  7 13:08:15 2016

Seq 11481 , 1.28ms, Time Mon Mar  7 13:08:16 2016

Seq 11482 , 1.27ms, Time Mon Mar  7 13:08:17 2016

Seq 11483 , 1.25ms, Time Mon Mar  7 13:08:18 2016

Seq 11484 , 1.30ms, Time Mon Mar  7 13:08:19 2016

Seq 11485 , 1.22ms, Time Mon Mar  7 13:08:20 2016

Seq 11486 , 1.23ms, Time Mon Mar  7 13:08:21 2016

Seq 11487 , 1.49ms, Time Mon Mar  7 13:08:22 2016

Seq 11488 , 1.25ms, Time Mon Mar  7 13:08:23 2016

Seq 11489 , 1.23ms, Time Mon Mar  7 13:08:24 2016

Seq 11490 , 1.21ms, Time Mon Mar  7 13:08:25 2016

Seq 11491 , 1.24ms, Time Mon Mar  7 13:08:26 2016

Seq 11492 , 1.56ms, Time Mon Mar  7 13:08:27 2016

Seq 11493 , 1.24ms, Time Mon Mar  7 13:08:28 2016

Seq 11494 , 1.26ms, Time Mon Mar  7 13:08:29 2016

Seq 11495 , 1.25ms, Time Mon Mar  7 13:08:30 2016

Seq 11496 , 1.21ms, Time Mon Mar  7 13:08:31 2016

Seq 11497 , 1.28ms, Time Mon Mar  7 13:08:32 2016

Seq 11498 , 1.49ms, Time Mon Mar  7 13:08:33 2016

Seq 11499 , 1.24ms, Time Mon Mar  7 13:08:34 2016

Seq 11500 , 1.22ms, Time Mon Mar  7 13:08:35 2016

Seq 11501 , 1.24ms, Time Mon Mar  7 13:08:36 2016

Seq 11502 , 1.23ms, Time Mon Mar  7 13:08:37 2016

